name ,date,ISIN ,issue date,coupon ,maturity date ,closing price ,yield to maturity 
CAN 2 Jun 28,2021-01-27,CA135087H235,2017-08-01,0.02,2028-06-01,110.07,0.0062
CAN 2 Jun 28,2021-01-28,CA135087H235,2017-08-01,0.02,2028-06-01,109.91,0.0062
CAN 2 Jun 28,2021-01-29,CA135087H235,2017-08-01,0.02,2028-06-01,109.82,0.0062
CAN 2.25 Jun 29,2021-01-18,CA135087J397,2018-07-27,0.0225,2029-06-01,112.59,0.007
CAN 2.25 Jun 29,2021-01-19,CA135087J397,2018-07-27,0.0225,2029-06-01,112.61,0.007
CAN 2.25 Jun 29,2021-01-20,CA135087J397,2018-07-27,0.0225,2029-06-01,112.43,0.007
CAN 2.25 Jun 29,2021-01-21,CA135087J397,2018-07-27,0.0225,2029-06-01,112.11,0.007
CAN 2.25 Jun 29,2021-01-22,CA135087J397,2018-07-27,0.0225,2029-06-01,112.27,0.007
CAN 2.25 Jun 29,2021-01-25,CA135087J397,2018-07-27,0.0225,2029-06-01,112.62,0.007
CAN 2.25 Jun 29,2021-01-26,CA135087J397,2018-07-27,0.0225,2029-06-01,112.5,0.007
CAN 2.25 Jun 29,2021-01-27,CA135087J397,2018-07-27,0.0225,2029-06-01,112.7,0.007
CAN 2.25 Jun 29,2021-01-28,CA135087J397,2018-07-27,0.0225,2029-06-01,112.49,0.007
CAN 2.25 Jun 29,2021-01-29,CA135087J397,2018-07-27,0.0225,2029-06-01,112.41,0.007
CAN 2.25 Mar 24,2021-01-18,CA135087J546,2018-10-05,0.0225,2024-03-01,106.21,0.0024
CAN 2.25 Mar 24,2021-01-19,CA135087J546,2018-10-05,0.0225,2024-03-01,106.21,0.0024
CAN 2.25 Mar 24,2021-01-20,CA135087J546,2018-10-05,0.0225,2024-03-01,106.17,0.0024
CAN 2.25 Mar 24,2021-01-21,CA135087J546,2018-10-05,0.0225,2024-03-01,106.15,0.0024
CAN 2.25 Mar 24,2021-01-22,CA135087J546,2018-10-05,0.0225,2024-03-01,106.17,0.0024
CAN 2.25 Mar 24,2021-01-25,CA135087J546,2018-10-05,0.0225,2024-03-01,106.12,0.0024
CAN 2.25 Mar 24,2021-01-26,CA135087J546,2018-10-05,0.0225,2024-03-01,106.18,0.0024
CAN 2.25 Mar 24,2021-01-27,CA135087J546,2018-10-05,0.0225,2024-03-01,106.22,0.0024
CAN 2.25 Mar 24,2021-01-28,CA135087J546,2018-10-05,0.0225,2024-03-01,106.19,0.0024
CAN 2.25 Mar 24,2021-01-29,CA135087J546,2018-10-05,0.0225,2024-03-01,106.18,0.0024
CAN 1.5 Sep 24,2021-01-18,CA135087J967,2019-04-05,0.015,2024-09-01,104.27,0.0031
CAN 1.5 Sep 24,2021-01-19,CA135087J967,2019-04-05,0.015,2024-09-01,104.28,0.0031
CAN 1.5 Sep 24,2021-01-20,CA135087J967,2019-04-05,0.015,2024-09-01,104.25,0.0031
CAN 1.5 Sep 24,2021-01-21,CA135087J967,2019-04-05,0.015,2024-09-01,104.19,0.0031
CAN 1.5 Sep 24,2021-01-22,CA135087J967,2019-04-05,0.015,2024-09-01,104.24,0.0031
CAN 1.5 Sep 24,2021-01-25,CA135087J967,2019-04-05,0.015,2024-09-01,104.29,0.0031
CAN 1.5 Sep 24,2021-01-26,CA135087J967,2019-04-05,0.015,2024-09-01,104.26,0.0031
CAN 1.5 Sep 24,2021-01-27,CA135087J967,2019-04-05,0.015,2024-09-01,104.32,0.0031
CAN 1.5 Sep 24,2021-01-28,CA135087J967,2019-04-05,0.015,2024-09-01,104.24,0.0031
CAN 1.5 Sep 24,2021-01-29,CA135087J967,2019-04-05,0.015,2024-09-01,104.24,0.0031
CAN 1.25 Mar 25,2021-01-18,CA135087K528,2019-10-11,0.0125,2025-03-01,103.6,0.0036
CAN 1.25 Mar 25,2021-01-19,CA135087K528,2019-10-11,0.0125,2025-03-01,103.6,0.0036
CAN 1.25 Mar 25,2021-01-20,CA135087K528,2019-10-11,0.0125,2025-03-01,103.59,0.0036
CAN 1.25 Mar 25,2021-01-21,CA135087K528,2019-10-11,0.0125,2025-03-01,103.51,0.0036
CAN 1.25 Mar 25,2021-01-22,CA135087K528,2019-10-11,0.0125,2025-03-01,103.54,0.0036
CAN 1.25 Mar 25,2021-01-25,CA135087K528,2019-10-11,0.0125,2025-03-01,103.62,0.0036
CAN 1.25 Mar 25,2021-01-26,CA135087K528,2019-10-11,0.0125,2025-03-01,103.59,0.0036
CAN 1.25 Mar 25,2021-01-27,CA135087K528,2019-10-11,0.0125,2025-03-01,103.66,0.0036
CAN 1.25 Mar 25,2021-01-28,CA135087K528,2019-10-11,0.0125,2025-03-01,103.61,0.0036
CAN 1.25 Mar 25,2021-01-29,CA135087K528,2019-10-11,0.0125,2025-03-01,103.57,0.0036
CAN 0.5 Sep 25,2021-01-18,CA135087K940,2020-04-03,0.005,2025-09-01,100.33,0.0042
CAN 0.5 Sep 25,2021-01-19,CA135087K940,2020-04-03,0.005,2025-09-01,100.32,0.0042
CAN 0.5 Sep 25,2021-01-20,CA135087K940,2020-04-03,0.005,2025-09-01,100.3,0.0042
CAN 0.5 Sep 25,2021-01-21,CA135087K940,2020-04-03,0.005,2025-09-01,100.22,0.0042
CAN 0.5 Sep 25,2021-01-22,CA135087K940,2020-04-03,0.005,2025-09-01,100.27,0.0042
CAN 0.5 Sep 25,2021-01-25,CA135087K940,2020-04-03,0.005,2025-09-01,100.37,0.0042
CAN 0.5 Sep 25,2021-01-26,CA135087K940,2020-04-03,0.005,2025-09-01,100.33,0.0042
CAN 0.5 Sep 25,2021-01-27,CA135087K940,2020-04-03,0.005,2025-09-01,100.42,0.0042
CAN 0.5 Sep 25,2021-01-28,CA135087K940,2020-04-03,0.005,2025-09-01,100.35,0.0042
CAN 0.5 Sep 25,2021-01-29,CA135087K940,2020-04-03,0.005,2025-09-01,100.33,0.0042
CAN 0.5 Dec 30,2021-01-18,CA135087L443,2020-10-05,0.005,2030-12-01,96.52,0.0088
CAN 0.5 Dec 30,2021-01-19,CA135087L443,2020-10-05,0.005,2030-12-01,96.54,0.0088
CAN 0.5 Dec 30,2021-01-20,CA135087L443,2020-10-05,0.005,2030-12-01,96.32,0.0088
CAN 0.5 Dec 30,2021-01-21,CA135087L443,2020-10-05,0.005,2030-12-01,95.97,0.0088
CAN 0.5 Dec 30,2021-01-22,CA135087L443,2020-10-05,0.005,2030-12-01,96.14,0.0088
CAN 0.5 Dec 30,2021-01-25,CA135087L443,2020-10-05,0.005,2030-12-01,96.52,0.0088
CAN 0.5 Dec 30,2021-01-26,CA135087L443,2020-10-05,0.005,2030-12-01,96.38,0.0088
CAN 0.5 Dec 30,2021-01-27,CA135087L443,2020-10-05,0.005,2030-12-01,96.61,0.0088
CAN 0.5 Dec 30,2021-01-28,CA135087L443,2020-10-05,0.005,2030-12-01,96.44,0.0088
CAN 0.5 Dec 30,2021-01-29,CA135087L443,2020-10-05,0.005,2030-12-01,96.37,0.0088
CAN 0.25 Mar 26,2021-01-18,CA135087L518,2020-10-09,0.0025,2026-03-01,98.78,0.0048
CAN 0.25 Mar 26,2021-01-19,CA135087L518,2020-10-09,0.0025,2026-03-01,98.77,0.0048
CAN 0.25 Mar 26,2021-01-20,CA135087L518,2020-10-09,0.0025,2026-03-01,98.76,0.0048
CAN 0.25 Mar 26,2021-01-21,CA135087L518,2020-10-09,0.0025,2026-03-01,98.66,0.0048
CAN 0.25 Mar 26,2021-01-22,CA135087L518,2020-10-09,0.0025,2026-03-01,98.71,0.0048
CAN 0.25 Mar 26,2021-01-25,CA135087L518,2020-10-09,0.0025,2026-03-01,98.84,0.0048
CAN 0.25 Mar 26,2021-01-26,CA135087L518,2020-10-09,0.0025,2026-03-01,98.83,0.0048
CAN 0.25 Mar 26,2021-01-27,CA135087L518,2020-10-09,0.0025,2026-03-01,98.93,0.0048
CAN 0.25 Mar 26,2021-01-28,CA135087L518,2020-10-09,0.0025,2026-03-01,98.86,0.0048
CAN 0.25 Mar 26,2021-01-29,CA135087L518,2020-10-09,0.0025,2026-03-01,98.81,0.0048
CAN 0.25 Apr 24,2021-01-18,CA135087L690,2020-10-16,0.0025,2024-04-01,99.91,0.0027
CAN 0.25 Apr 24,2021-01-19,CA135087L690,2020-10-16,0.0025,2024-04-01,99.95,0.0027
CAN 0.25 Apr 24,2021-01-20,CA135087L690,2020-10-16,0.0025,2024-04-01,99.92,0.0027
CAN 0.25 Apr 24,2021-01-21,CA135087L690,2020-10-16,0.0025,2024-04-01,99.9,0.0027
CAN 0.25 Apr 24,2021-01-22,CA135087L690,2020-10-16,0.0025,2024-04-01,99.92,0.0027
CAN 0.25 Apr 24,2021-01-25,CA135087L690,2020-10-16,0.0025,2024-04-01,99.91,0.0027
CAN 0.25 Apr 24,2021-01-26,CA135087L690,2020-10-16,0.0025,2024-04-01,99.92,0.0027
CAN 0.25 Apr 24,2021-01-27,CA135087L690,2020-10-16,0.0025,2024-04-01,99.99,0.0027
CAN 0.25 Apr 24,2021-01-28,CA135087L690,2020-10-16,0.0025,2024-04-01,99.93,0.0027
CAN 0.25 Apr 24,2021-01-29,CA135087L690,2020-10-16,0.0025,2024-04-01,99.96,0.0027
CAN 9 Jun 25,2021-01-18,CA135087VH40,1994-08-02,0.09,2025-06-01,137.27,0.0038
CAN 9 Jun 25,2021-01-19,CA135087VH40,1994-08-02,0.09,2025-06-01,137.24,0.0038
CAN 9 Jun 25,2021-01-20,CA135087VH40,1994-08-02,0.09,2025-06-01,137.2,0.0038
CAN 9 Jun 25,2021-01-21,CA135087VH40,1994-08-02,0.09,2025-06-01,137.04,0.0038
CAN 9 Jun 25,2021-01-22,CA135087VH40,1994-08-02,0.09,2025-06-01,137.08,0.0038
CAN 9 Jun 25,2021-01-25,CA135087VH40,1994-08-02,0.09,2025-06-01,137.13,0.0038
CAN 9 Jun 25,2021-01-26,CA135087VH40,1994-08-02,0.09,2025-06-01,137.1,0.0038
CAN 9 Jun 25,2021-01-27,CA135087VH40,1994-08-02,0.09,2025-06-01,137.18,0.0038
CAN 9 Jun 25,2021-01-28,CA135087VH40,1994-08-02,0.09,2025-06-01,137.01,0.0038
CAN 9 Jun 25,2021-01-29,CA135087VH40,1994-08-02,0.09,2025-06-01,136.98,0.0038
CAN 8 Jun 27,2021-01-18,CA135087VW17,1996-05-01,0.08,2027-06-01,146.6,0.0055
CAN 8 Jun 27,2021-01-19,CA135087VW17,1996-05-01,0.08,2027-06-01,146.57,0.0055
CAN 8 Jun 27,2021-01-20,CA135087VW17,1996-05-01,0.08,2027-06-01,146.46,0.0055
CAN 8 Jun 27,2021-01-21,CA135087VW17,1996-05-01,0.08,2027-06-01,146.21,0.0055
CAN 8 Jun 27,2021-01-22,CA135087VW17,1996-05-01,0.08,2027-06-01,146.28,0.0055
CAN 8 Jun 27,2021-01-25,CA135087VW17,1996-05-01,0.08,2027-06-01,146.48,0.0055
CAN 8 Jun 27,2021-01-26,CA135087VW17,1996-05-01,0.08,2027-06-01,146.37,0.0055
CAN 8 Jun 27,2021-01-27,CA135087VW17,1996-05-01,0.08,2027-06-01,146.49,0.0055
CAN 8 Jun 27,2021-01-28,CA135087VW17,1996-05-01,0.08,2027-06-01,146.3,0.0055
CAN 8 Jun 27,2021-01-29,CA135087VW17,1996-05-01,0.08,2027-06-01,146.21,0.0055
CAN 5.75 Jun 29 ,2021-01-18,CA135087WL43,1998-02-02,0.0575,2029-06-01,140.81,0.0072
CAN 5.75 Jun 29 ,2021-01-19,CA135087WL43,1998-02-02,0.0575,2029-06-01,140.83,0.0072
CAN 5.75 Jun 29 ,2021-01-20,CA135087WL43,1998-02-02,0.0575,2029-06-01,140.61,0.0072
CAN 5.75 Jun 29 ,2021-01-21,CA135087WL43,1998-02-02,0.0575,2029-06-01,140.24,0.0072
CAN 5.75 Jun 29 ,2021-01-22,CA135087WL43,1998-02-02,0.0575,2029-06-01,140.39,0.0072
CAN 5.75 Jun 29 ,2021-01-25,CA135087WL43,1998-02-02,0.0575,2029-06-01,140.78,0.0072
CAN 5.75 Jun 29 ,2021-01-26,CA135087WL43,1998-02-02,0.0575,2029-06-01,140.66,0.0072
CAN 5.75 Jun 29 ,2021-01-27,CA135087WL43,1998-02-02,0.0575,2029-06-01,140.86,0.0072
CAN 5.75 Jun 29 ,2021-01-28,CA135087WL43,1998-02-02,0.0575,2029-06-01,140.6,0.0072
CAN 5.75 Jun 29 ,2021-01-29,CA135087WL43,1998-02-02,0.0575,2029-06-01,140.5,0.0072
